id_ligne,id_commande,code_produit,numero_lot,quantite_commandee,quantite_livree,taux_satisfaction,montant
59776,10904,PP00006,LOT44687,213,185,0.8685,5574249.8
59777,10904,PP00012,LOT75597,305,257,0.8426,6661036.51
59778,10904,MN00015,LOT25220,484,344,0.7107,7605747.12
59779,10904,PA00008,LOT98259,234,195,0.8333,3727606.35
59780,10904,MM00005,LOT19150,58,46,0.7931,719919.32
59781,10905,TU00003,LOT40784,140,135,0.9643,5851630.35
59782,10905,MM00015,LOT39817,363,358,0.9862,4387805.52
59783,10905,MC00002,LOT31992,292,228,0.7808,10734424.68
59784,10905,MC00022,LOT11607,233,168,0.721,5083859.76
59785,10905,MC00020,LOT49618,317,253,0.7981,8222262.18
59786,10906,PA00009,LOT42591,445,324,0.7281,921323.16
59787,10906,CA00019,LOT89818,335,275,0.8209,10509606.25
59788,10906,MM00021,LOT98815,95,70,0.7368,2588871.6
59789,10906,TU00021,LOT16826,410,397,0.9683,4136855.13
59790,10906,MN00003,LOT89482,128,94,0.7344,4094617.44
59791,10906,PA00008,LOT98259,361,277,0.7673,9410720.44
59792,10906,AP00014,LOT27054,423,420,0.9929,6383941.2
59793,10907,TU00005,LOT74799,296,241,0.8142,9907189.47
59794,10907,MM00011,LOT23154,83,82,0.988,2535587.6
59795,10907,CA00020,LOT10074,438,392,0.895,9440265.52
59796,10907,MC00007,LOT30052,226,172,0.7611,7861595.4
59797,10907,MC00010,LOT97580,378,316,0.836,15055248.04
59798,10908,AP00018,LOT83526,333,245,0.7357,10529994.65
59799,10908,MM00010,LOT96991,491,437,0.89,18778921.32
59800,10908,SI00003,LOT89276,77,60,0.7792,1141815.6
59801,10908,TU00002,LOT32241,211,154,0.7299,6749847.72
59802,10908,MN00002,LOT12875,237,198,0.8354,7219382.94
59803,10909,AP00018,LOT83526,215,192,0.893,5199962.88
59804,10909,TU00014,LOT61049,196,169,0.8622,6513450.97
59805,10909,CA00016,LOT82512,466,423,0.9077,1705700.97
59806,10909,PA00007,LOT22704,405,402,0.9926,828686.82
59807,10909,TU00012,LOT29769,413,308,0.7458,2999377.92
59808,10910,CA00015,LOT88172,140,138,0.9857,3289010.58
59809,10910,MN00016,LOT64935,193,160,0.829,5653571.2
59810,10910,SI00015,LOT53404,462,386,0.8355,17421585.04
59811,10910,PP00005,LOT50026,294,275,0.9354,3464122.75
59812,10910,PP00004,LOT39581,380,338,0.8895,4411089.28
59813,10911,PA00022,LOT19016,133,108,0.812,1456051.68
59814,10911,SI00017,LOT89457,468,440,0.9402,8073076.0
59815,10911,PP00022,LOT25915,92,66,0.7174,2872195.92
59816,10911,MC00009,LOT42177,191,177,0.9267,4056208.11
59817,10911,MC00013,LOT82768,149,139,0.9329,2280616.09
59818,10911,MM00007,LOT68529,443,376,0.8488,1982223.12
59819,10912,TU00002,LOT32241,388,24,0.0619,916619.04
59820,10912,AP00020,LOT96159,141,6,0.0426,212348.22
59821,10912,MN00007,LOT33021,459,7,0.0153,297354.89
59822,10912,TU00018,LOT83975,450,170,0.3778,6053973.7
59823,10912,SI00008,LOT50404,314,70,0.2229,206476.9
59824,10912,PA00005,LOT77391,345,69,0.2,2349619.05
59825,10913,MC00002,LOT31992,84,63,0.75,989336.25
59826,10913,MN00011,LOT69609,343,255,0.7434,6495928.65
59827,10913,MM00005,LOT19150,313,264,0.8435,8058475.92
59828,10913,PP00010,LOT28643,127,122,0.9606,5981046.34
59829,10913,PP00005,LOT50026,448,333,0.7433,13369397.22
59830,10913,CA00013,LOT66155,312,252,0.8077,2637631.08
59831,10913,SI00003,LOT89276,341,312,0.915,6701270.16
59832,10914,PP00001,LOT43092,114,113,0.9912,4592918.9
59833,10914,MM00018,LOT99364,171,165,0.9649,7201057.05
59834,10914,MC00018,LOT35105,300,215,0.7167,6173907.75
59835,10915,SI00017,LOT89457,209,89,0.4258,1544619.92
59836,10915,MC00015,LOT58368,160,7,0.0437,316684.76
59837,10915,MC00013,LOT82768,482,187,0.388,3754703.81
59838,10915,MN00018,LOT57537,444,213,0.4797,9225605.1
59839,10915,CA00017,LOT94012,183,19,0.1038,755876.05
59840,10915,MM00005,LOT19150,158,66,0.4177,1157304.72
59841,10915,PA00016,LOT79615,140,0,0.0,0.0
59842,10915,SI00012,LOT71694,297,55,0.1852,488095.85
59843,10916,MC00003,LOT85470,309,253,0.8188,10153254.32
59844,10916,CA00005,LOT48427,427,416,0.9742,1940652.48
59845,10916,TU00011,LOT47450,346,307,0.8873,613367.58
59846,10916,SI00004,LOT76244,58,49,0.8448,1823686.9
59847,10916,MM00022,LOT93746,154,130,0.8442,3905977.4
59848,10916,MC00018,LOT35105,55,54,0.9818,495382.5
59849,10916,PP00007,LOT63545,220,188,0.8545,2271019.32
59850,10917,PA00020,LOT27154,105,96,0.9143,2073982.08
59851,10917,MC00013,LOT82768,453,404,0.8918,15971933.96
59852,10917,AP00008,LOT52219,89,66,0.7416,1842591.96
59853,10917,AP00022,LOT52517,462,344,0.7446,14074684.32
59854,10917,MC00003,LOT85470,226,187,0.8274,7530994.9
59855,10917,MC00017,LOT35242,418,303,0.7249,1501277.13
59856,10917,AP00014,LOT27054,452,338,0.7478,8416713.76
59857,10918,SI00005,LOT15778,148,39,0.2635,1372953.66
59858,10918,TU00007,LOT83060,464,60,0.1293,1398925.8
59859,10918,SI00021,LOT65108,91,36,0.3956,593066.88
59860,10918,AP00013,LOT72163,307,122,0.3974,2117874.86
59861,10918,MC00012,LOT82848,320,6,0.0187,107117.58
59862,10918,TU00008,LOT83259,94,20,0.2128,667089.0
59863,10918,MC00021,LOT82529,144,2,0.0139,36849.18
59864,10919,PA00018,LOT87924,305,286,0.9377,4703724.74
59865,10919,AP00017,LOT82910,186,145,0.7796,201415.15
59866,10919,MM00009,LOT15720,418,304,0.7273,9993626.08
59867,10920,MN00015,LOT25220,263,260,0.9886,11582802.4
59868,10920,MC00002,LOT31992,230,166,0.7217,5126219.44
59869,10920,MN00020,LOT22015,146,142,0.9726,5902728.42
59870,10920,TU00013,LOT63424,367,306,0.8338,6023172.42
59871,10920,PA00001,LOT79163,144,112,0.7778,2969893.92
59872,10920,CA00003,LOT23396,237,196,0.827,6360827.2
59873,10920,AP00002,LOT96646,93,81,0.871,3106225.26
59874,10920,TU00016,LOT73993,400,334,0.835,2655039.48
59875,10921,SI00022,LOT63225,229,171,0.7467,5631717.42
59876,10921,TU00007,LOT83060,178,171,0.9607,2092795.47
59877,10921,MC00008,LOT80539,255,236,0.9255,1454276.84
59878,10921,TU00002,LOT32241,118,90,0.7627,1997406.9
59879,10921,MC00005,LOT15383,421,352,0.8361,9315405.44
59880,10921,PA00015,LOT81066,147,129,0.8776,2668702.98
59881,10921,MN00012,LOT24201,125,124,0.992,5496859.24
59882,10921,TU00004,LOT72277,370,261,0.7054,9284451.21
59883,10922,PP00012,LOT75597,259,232,0.8958,7091049.84
59884,10922,AP00008,LOT52219,380,313,0.8237,8141583.85
59885,10922,TU00002,LOT32241,70,55,0.7857,770429.0
59886,10922,TU00006,LOT65724,70,58,0.8286,1090187.14
59887,10922,TU00009,LOT81810,161,128,0.795,4561803.52
59888,10922,PP00022,LOT25915,197,138,0.7005,4712138.34
59889,10922,MN00002,LOT12875,233,213,0.9142,7904170.14
59890,10923,SI00011,LOT97806,363,281,0.7741,10269749.15
59891,10923,TU00003,LOT40784,436,355,0.8142,16606385.25
59892,10923,MN00020,LOT22015,142,134,0.9437,5584807.78
59893,10923,SI00016,LOT15014,238,183,0.7689,415311.18
59894,10923,MC00002,LOT31992,356,284,0.7978,6973287.72
59895,10923,PP00007,LOT63545,106,88,0.8302,422793.36
59896,10923,PP00019,LOT77449,77,58,0.7532,207776.3
59897,10923,PA00022,LOT19016,154,150,0.974,5099008.5
59898,10924,AP00015,LOT56346,138,120,0.8696,5904727.2
59899,10924,CA00016,LOT82512,87,85,0.977,1972549.95
59900,10924,PP00020,LOT77952,453,375,0.8278,6463462.5
59901,10924,TU00002,LOT32241,292,232,0.7945,2308557.76
59902,10924,CA00007,LOT31319,80,78,0.975,2505061.26
59903,10924,SI00002,LOT27601,314,246,0.7834,2310783.78
59904,10924,SI00020,LOT50538,354,274,0.774,2910775.98
59905,10924,TU00022,LOT14067,315,232,0.7365,10230536.48
59906,10925,PP00006,LOT44687,259,258,0.9961,8777438.64
59907,10925,SI00016,LOT15014,324,302,0.9321,7711035.46
59908,10925,AP00020,LOT96159,465,362,0.7785,9337189.08
59909,10926,MM00007,LOT68529,313,256,0.8179,11550868.48
59910,10926,SI00016,LOT15014,113,87,0.7699,2294464.92
59911,10926,CA00015,LOT88172,204,155,0.7598,398088.05
59912,10926,CA00018,LOT75612,189,172,0.9101,275728.04
59913,10926,CA00011,LOT51245,423,414,0.9787,1281876.48
59914,10927,AP00017,LOT82910,426,397,0.9319,3489618.09
59915,10927,CA00011,LOT51245,214,198,0.9252,1036367.64
59916,10927,MN00006,LOT85965,416,405,0.9736,13879212.3
59917,10928,MM00002,LOT70482,62,45,0.7258,1710344.7
59918,10928,MM00005,LOT19150,496,445,0.8972,10380528.35
59919,10928,MM00016,LOT68153,303,227,0.7492,4254318.23
59920,10929,MC00003,LOT85470,496,452,0.9113,10153497.48
59921,10929,AP00012,LOT22463,329,317,0.9635,10748214.68
59922,10929,AP00021,LOT79531,158,144,0.9114,3953429.28
59923,10929,MC00019,LOT88222,142,136,0.9577,6643940.0
59924,10929,MC00010,LOT97580,461,445,0.9653,9648093.95
59925,10929,SI00020,LOT50538,76,71,0.9342,1090937.72
59926,10929,MM00008,LOT52176,184,144,0.7826,2711082.24
59927,10929,CA00003,LOT23396,365,360,0.9863,4405604.4
59928,10930,SI00005,LOT15778,67,59,0.8806,965225.25
59929,10930,MC00007,LOT30052,309,222,0.7184,11085709.86
59930,10930,MN00021,LOT41925,410,310,0.7561,9504553.5
59931,10930,PP00008,LOT47056,251,187,0.745,201529.9
59932,10930,SI00015,LOT53404,138,128,0.9275,2221957.12
59933,10930,PA00005,LOT77391,194,137,0.7062,2280293.76
59934,10930,MC00005,LOT15383,302,276,0.9139,7603579.2
59935,10930,TU00022,LOT14067,171,125,0.731,417252.5
59936,10931,SI00004,LOT76244,414,406,0.9807,7455272.44
59937,10931,CA00021,LOT41385,298,253,0.849,7734485.77
59938,10931,PP00014,LOT86955,282,251,0.8901,11967175.49
59939,10931,MN00011,LOT69609,330,246,0.7455,11252394.24
59940,10931,MN00013,LOT89964,158,112,0.7089,4026451.52
59941,10932,PP00010,LOT28643,270,189,0.7,2209428.9
59942,10932,PA00016,LOT79615,134,96,0.7164,818087.04
59943,10932,MN00003,LOT89482,231,221,0.9567,10784815.47
59944,10932,SI00002,LOT27601,56,44,0.7857,1678134.92
59945,10932,MN00013,LOT89964,257,207,0.8054,1205271.99
59946,10933,CA00015,LOT88172,334,315,0.9431,9067990.05
59947,10933,PA00010,LOT70637,343,313,0.9125,5203825.32
59948,10933,MC00012,LOT82848,358,318,0.8883,8274903.78
59949,10933,PA00022,LOT19016,132,126,0.9545,2200968.0
59950,10933,MM00017,LOT48452,430,380,0.8837,16175847.6
59951,10934,MM00017,LOT48452,311,229,0.7363,8552499.64
59952,10934,PP00003,LOT42530,275,235,0.8545,4267153.5
59953,10934,PA00012,LOT73092,359,255,0.7103,10241011.65
59954,10935,AP00003,LOT52437,71,55,0.7746,2244748.55
59955,10935,MN00015,LOT25220,446,387,0.8677,8139554.28
59956,10935,MC00002,LOT31992,319,235,0.7367,1405156.65
59957,10935,MC00022,LOT11607,369,334,0.9051,4461785.76
59958,10935,MN00001,LOT73335,464,391,0.8427,15272006.44
59959,10935,MC00004,LOT23356,294,238,0.8095,10356055.92
59960,10935,MM00002,LOT70482,166,151,0.9096,5718690.12
59961,10935,MC00012,LOT82848,169,137,0.8107,5097331.6
59962,10936,TU00009,LOT81810,423,371,0.8771,13334574.75
59963,10936,MC00018,LOT35105,479,355,0.7411,10530879.75
59964,10936,PA00009,LOT42591,252,204,0.8095,8517981.24
59965,10936,MN00002,LOT12875,378,283,0.7487,5171230.7
59966,10936,PP00015,LOT71669,496,392,0.7903,7548661.68
59967,10937,SI00020,LOT50538,273,210,0.7692,8117281.2
59968,10937,CA00015,LOT88172,270,265,0.9815,8741668.95
59969,10937,SI00019,LOT91678,71,53,0.7465,716667.06
59970,10938,SI00012,LOT71694,66,55,0.8333,130040.35
59971,10938,SI00020,LOT50538,396,349,0.8813,3324053.99
59972,10938,CA00019,LOT89818,380,323,0.85,15426166.69
59973,10939,PP00007,LOT63545,378,362,0.9577,1232870.64
59974,10939,CA00002,LOT30926,261,206,0.7893,9360473.14
59975,10939,PA00016,LOT79615,225,164,0.7289,7984500.72
59976,10939,AP00020,LOT96159,480,426,0.8875,15323002.74
59977,10940,AP00016,LOT23579,179,146,0.8156,6104826.48
59978,10940,SI00021,LOT65108,286,248,0.8671,987471.52
59979,10940,TU00007,LOT83060,387,354,0.9147,3923180.22
59980,10940,PP00022,LOT25915,191,173,0.9058,4053563.0
59981,10940,MM00016,LOT68153,228,167,0.7325,4679904.46
59982,10941,TU00016,LOT73993,360,282,0.7833,4017535.56
59983,10941,PP00010,LOT28643,344,265,0.7703,8077337.8
59984,10941,MM00008,LOT52176,384,365,0.9505,3715532.1
59985,10942,PP00015,LOT71669,352,314,0.892,5794342.48
59986,10942,PA00004,LOT92719,288,253,0.8785,11201405.49
59987,10942,AP00005,LOT69245,208,161,0.774,1024050.16
59988,10942,TU00022,LOT14067,218,172,0.789,6665600.28
59989,10943,MN00004,LOT38705,194,192,0.9897,4487569.92
59990,10943,MC00021,LOT82529,69,57,0.8261,2552952.48
59991,10943,PP00004,LOT39581,426,350,0.8216,9866258.5
59992,10943,MC00003,LOT85470,438,403,0.9201,14131835.77
59993,10944,TU00021,LOT16826,454,406,0.8943,17748350.9
59994,10944,TU00019,LOT16590,422,376,0.891,9891014.64
59995,10944,CA00021,LOT41385,411,297,0.7226,1615813.65
59996,10945,SI00004,LOT76244,155,146,0.9419,2899508.9
59997,10945,PA00018,LOT87924,500,382,0.764,8525495.1
59998,10945,CA00003,LOT23396,170,155,0.9118,2850091.95
59999,10945,PA00006,LOT85525,55,53,0.9636,1154058.04
60000,10946,SI00022,LOT63225,209,203,0.9713,7627727.03
60001,10946,CA00010,LOT14207,449,414,0.922,2077311.24
60002,10946,PP00021,LOT36680,81,65,0.8025,1668238.0
60003,10946,AP00012,LOT22463,291,221,0.7595,8494577.0
60004,10947,TU00022,LOT14067,131,100,0.7634,4225286.0
60005,10947,PP00021,LOT36680,109,98,0.8991,1287222.16
60006,10947,MC00003,LOT85470,153,133,0.8693,5132495.27
60007,10948,MM00007,LOT68529,314,236,0.7516,9235102.44
60008,10948,CA00018,LOT75612,119,107,0.8992,4980883.17
60009,10948,MC00008,LOT80539,70,50,0.7143,1103437.5
60010,10948,SI00012,LOT71694,285,208,0.7298,8909648.8
60011,10949,TU00011,LOT47450,261,55,0.2107,1147602.5
60012,10949,MC00014,LOT22196,78,35,0.4487,887052.6
60013,10949,CA00021,LOT41385,331,43,0.1299,850334.03
60014,10949,PP00010,LOT28643,88,31,0.3523,1363428.05
60015,10950,CA00012,LOT28726,289,285,0.9862,14090494.05
60016,10950,TU00003,LOT40784,389,291,0.7481,849664.71
60017,10950,CA00021,LOT41385,56,48,0.8571,736074.72
60018,10950,PP00016,LOT21959,496,386,0.7782,12692486.74
60019,10950,MM00014,LOT92155,498,412,0.8273,4647059.24
60020,10950,MN00018,LOT57537,264,210,0.7955,6432491.1
60021,10950,SI00002,LOT27601,288,227,0.7882,5599631.46
60022,10950,MM00003,LOT76698,238,225,0.9454,9703165.5
60023,10951,MC00002,LOT31992,63,29,0.4603,521951.28
60024,10951,PP00022,LOT25915,411,194,0.472,4282338.54
60025,10951,SI00005,LOT15778,162,44,0.2716,996608.36
60026,10951,MN00013,LOT89964,280,69,0.2464,2777086.47
60027,10951,SI00018,LOT10221,296,31,0.1047,546527.21
60028,10951,PA00010,LOT70637,287,3,0.0105,22644.96
60029,10951,MN00016,LOT64935,297,48,0.1616,1853785.92
60030,10952,PA00015,LOT81066,223,161,0.722,5117792.33
60031,10952,MN00022,LOT86858,422,356,0.8436,13796719.48
60032,10952,PP00014,LOT86955,212,177,0.8349,5237778.69
60033,10952,PP00001,LOT43092,385,345,0.8961,9497580.9
60034,10952,MM00011,LOT23154,229,165,0.7205,6779643.75
60035,10952,CA00008,LOT89840,457,434,0.9497,14490161.98
60036,10952,MN00004,LOT38705,168,147,0.875,1042116.81
60037,10952,CA00003,LOT23396,361,287,0.795,5177706.73
60038,10953,MN00018,LOT57537,264,17,0.0644,318085.98
60039,10953,MC00009,LOT42177,238,74,0.3109,1379584.22
60040,10953,TU00017,LOT31632,329,75,0.228,3659622.0
60041,10953,CA00017,LOT94012,409,60,0.1467,1557639.0
60042,10954,CA00015,LOT88172,395,305,0.7722,3062117.65
60043,10954,MN00010,LOT83048,313,297,0.9489,8537196.69
60044,10954,MM00002,LOT70482,141,133,0.9433,1375079.02
60045,10954,MN00016,LOT64935,380,351,0.9237,10006953.84
60046,10954,PA00017,LOT18907,482,373,0.7739,9568460.83
60047,10954,AP00016,LOT23579,446,422,0.9462,19186019.0
60048,10955,MN00015,LOT25220,220,196,0.8909,2692383.4
60049,10955,PP00002,LOT92502,155,120,0.7742,4216723.2
60050,10955,MM00007,LOT68529,397,319,0.8035,13814180.16
60051,10955,MM00016,LOT68153,474,463,0.9768,22752759.89
60052,10955,SI00002,LOT27601,265,194,0.7321,8721991.68
60053,10955,MM00009,LOT15720,374,271,0.7246,591368.07
60054,10955,TU00022,LOT14067,223,165,0.7399,5010667.2
60055,10956,MN00014,LOT95097,146,138,0.9452,2161144.86
60056,10956,SI00017,LOT89457,413,331,0.8015,12962896.73
60057,10956,MN00015,LOT25220,321,225,0.7009,3038393.25
60058,10956,MM00021,LOT98815,303,267,0.8812,5777284.59
60059,10956,MM00014,LOT92155,332,325,0.9789,6293098.5
60060,10956,MM00016,LOT68153,203,184,0.9064,5932264.88
60061,10957,MM00007,LOT68529,282,236,0.8369,11328781.16
60062,10957,CA00015,LOT88172,273,234,0.8571,10999521.0
60063,10957,TU00019,LOT16590,373,295,0.7909,1421675.8
60064,10957,TU00016,LOT73993,177,168,0.9492,3651404.4
60065,10958,CA00015,LOT88172,269,230,0.855,1126162.8
60066,10958,PP00011,LOT47828,495,449,0.9071,11855705.81
60067,10958,MN00009,LOT54396,184,163,0.8859,4263747.48
60068,10958,MC00021,LOT82529,284,220,0.7746,10815310.0
60069,10958,MM00019,LOT99539,377,347,0.9204,14665444.91
60070,10959,MM00004,LOT82255,403,292,0.7246,7936942.52
60071,10959,MM00005,LOT19150,268,244,0.9104,3472905.68
60072,10959,CA00005,LOT48427,208,176,0.8462,4112924.64
60073,10959,PP00007,LOT63545,387,336,0.8682,2042211.36
60074,10959,AP00017,LOT82910,424,370,0.8726,4819738.4
60075,10960,PP00008,LOT47056,256,203,0.793,2400020.28
60076,10960,CA00006,LOT47930,325,278,0.8554,13423243.9
60077,10960,CA00018,LOT75612,125,105,0.84,4511227.35
60078,10960,SI00011,LOT97806,139,116,0.8345,1223380.08
60079,10960,MM00014,LOT92155,244,188,0.7705,2399455.28
60080,10961,TU00016,LOT73993,267,198,0.7416,2960957.34
60081,10961,PP00015,LOT71669,60,54,0.9,669966.12
60082,10961,SI00022,LOT63225,125,91,0.728,1563298.1
60083,10961,TU00002,LOT32241,175,127,0.7257,4938129.57
60084,10962,AP00018,LOT83526,245,211,0.8612,9854027.05
60085,10962,SI00003,LOT89276,368,357,0.9701,1187649.75
60086,10962,PA00001,LOT79163,498,479,0.9618,2199285.39
60087,10962,TU00001,LOT95813,246,179,0.7276,7884142.71
60088,10962,MC00007,LOT30052,178,153,0.8596,2300705.37
60089,10963,TU00005,LOT74799,207,171,0.8261,1844937.81
60090,10963,TU00022,LOT14067,164,155,0.9451,5061790.05
60091,10963,CA00011,LOT51245,495,432,0.8727,10702920.96
60092,10963,MN00017,LOT46666,253,237,0.9368,3961258.29
60093,10963,AP00021,LOT79531,50,44,0.88,1082082.32
60094,10963,MM00014,LOT92155,360,344,0.9556,16437396.72
60095,10963,MM00020,LOT70236,365,340,0.9315,4619804.4
60096,10964,SI00013,LOT39219,181,136,0.7514,6363305.36
60097,10964,TU00001,LOT95813,236,181,0.7669,8082205.67
60098,10964,PP00011,LOT47828,238,193,0.8109,879097.63
60099,10964,MN00001,LOT73335,322,279,0.8665,8623544.04
60100,10964,MM00003,LOT76698,423,359,0.8487,8735568.54
60101,10964,SI00016,LOT15014,248,242,0.9758,10536193.58
60102,10964,MM00015,LOT39817,332,301,0.9066,2832006.66
60103,10965,SI00004,LOT76244,319,263,0.8245,7004910.32
60104,10965,MN00020,LOT22015,371,314,0.8464,11137780.96
60105,10965,CA00017,LOT94012,306,233,0.7614,9616669.58
60106,10965,MC00006,LOT11658,102,93,0.9118,314061.0
60107,10966,MM00019,LOT99539,61,48,0.7869,1035405.12
60108,10966,MM00011,LOT23154,333,325,0.976,518144.25
60109,10966,MN00013,LOT89964,444,362,0.8153,14235541.4
60110,10966,MN00007,LOT33021,128,123,0.9609,3220693.5
60111,10967,AP00006,LOT49535,172,163,0.9477,7903589.64
60112,10967,PP00020,LOT77952,289,216,0.7474,8854179.12
60113,10967,MN00006,LOT85965,96,90,0.9375,2579035.5
60114,10968,MC00003,LOT85470,382,302,0.7906,5792888.5
60115,10968,MN00006,LOT85965,394,326,0.8274,12886274.7
60116,10968,MM00004,LOT82255,122,103,0.8443,440897.68
60117,10968,TU00012,LOT29769,58,47,0.8103,1192885.38
60118,10968,PA00015,LOT81066,173,171,0.9884,8230221.45
60119,10968,MC00008,LOT80539,91,76,0.8352,894825.52
60120,10968,TU00018,LOT83975,317,236,0.7445,7934518.24
60121,10968,AP00005,LOT69245,424,311,0.7335,10569490.5
60122,10969,SI00018,LOT10221,439,404,0.9203,18897108.08
60123,10969,MC00018,LOT35105,85,74,0.8706,2939078.72
60124,10969,MM00015,LOT39817,251,233,0.9283,8799312.57
60125,10969,TU00009,LOT81810,164,155,0.9451,7418176.0
60126,10969,CA00015,LOT88172,367,264,0.7193,9970651.68
60127,10969,AP00010,LOT22999,413,379,0.9177,4489391.44
60128,10969,SI00007,LOT81511,288,244,0.8472,6786977.12
60129,10969,MC00002,LOT31992,213,165,0.7746,6105598.95
60130,10970,CA00019,LOT89818,109,87,0.7982,2157265.92
60131,10970,MN00012,LOT24201,211,179,0.8483,4808054.56
60132,10970,MN00020,LOT22015,212,162,0.7642,3522098.7
60133,10970,SI00005,LOT15778,229,185,0.8079,3702937.8
60134,10971,PP00012,LOT75597,405,392,0.9679,808664.64
60135,10971,TU00012,LOT29769,88,84,0.9545,3367622.16
60136,10971,MM00011,LOT23154,107,83,0.7757,781415.95
60137,10971,SI00013,LOT39219,210,192,0.9143,602822.4
60138,10971,TU00010,LOT93579,89,88,0.9888,1301806.88
60139,10972,MN00008,LOT75771,88,10,0.1136,22845.1
60140,10972,TU00010,LOT93579,498,53,0.1064,2464684.97
60141,10972,MC00014,LOT22196,223,56,0.2511,1569893.92
60142,10972,AP00019,LOT45818,62,4,0.0645,5236.16
60143,10972,AP00002,LOT96646,199,67,0.3367,2538244.08
60144,10972,CA00009,LOT93886,373,166,0.445,4459767.62
60145,10972,SI00009,LOT56357,209,67,0.3206,1895434.69
60146,10972,MC00021,LOT82529,418,39,0.0933,1741422.15
60147,10973,PP00002,LOT92502,281,239,0.8505,8638475.75
60148,10973,AP00020,LOT96159,192,155,0.8073,4978091.6
60149,10973,TU00016,LOT73993,212,210,0.9906,7555251.9
60150,10973,TU00006,LOT65724,237,230,0.9705,2568621.6
60151,10973,PP00010,LOT28643,300,236,0.7867,974705.96
60152,10973,MN00017,LOT46666,382,317,0.8298,2867081.14
60153,10974,MC00007,LOT30052,484,369,0.7624,1809849.06
60154,10974,SI00016,LOT15014,392,361,0.9209,10857547.91
60155,10974,TU00003,LOT40784,146,102,0.6986,4369646.34
60156,10974,SI00004,LOT76244,433,344,0.7945,6174425.04
60157,10974,PA00010,LOT70637,479,467,0.9749,9155343.53
60158,10974,MM00009,LOT15720,303,266,0.8779,11536611.52
60159,10974,SI00014,LOT46585,354,295,0.8333,11835411.8
60160,10974,SI00017,LOT89457,121,116,0.9587,3508285.44
60161,10975,MC00021,LOT82529,279,245,0.8781,2725607.85
60162,10975,SI00003,LOT89276,275,266,0.9673,4900435.54
60163,10975,PA00007,LOT22704,342,331,0.9678,11553445.77
60164,10975,PA00009,LOT42591,263,189,0.7186,3405073.14
60165,10975,CA00015,LOT88172,99,93,0.9394,3880291.08
60166,10976,PA00013,LOT44760,366,81,0.2213,1487751.3
60167,10976,MM00006,LOT47072,359,20,0.0557,401510.2
60168,10976,PP00013,LOT89129,377,62,0.1645,2685595.72
60169,10976,CA00011,LOT51245,59,27,0.4576,1008914.94
60170,10976,AP00016,LOT23579,240,30,0.125,1286638.2
60171,10976,PA00014,LOT96752,210,85,0.4048,847034.35
60172,10977,SI00013,LOT39219,80,62,0.775,2891118.9
60173,10977,PP00016,LOT21959,199,188,0.9447,3888345.72
60174,10977,AP00001,LOT10371,121,115,0.9504,1037137.85
60175,10977,AP00011,LOT66370,475,379,0.7979,7861566.68
60176,10977,MM00002,LOT70482,264,188,0.7121,7510054.8
60177,10978,MM00005,LOT19150,85,64,0.7529,3071309.44
60178,10978,PP00019,LOT77449,105,73,0.6952,2227914.01
60179,10978,MN00012,LOT24201,57,43,0.7544,1340616.59
60180,10978,PA00011,LOT16630,138,137,0.9928,1621323.76
60181,10979,AP00007,LOT65872,472,422,0.8941,11668730.44
60182,10979,TU00018,LOT83975,280,278,0.9929,8371817.1
60183,10979,PP00006,LOT44687,297,262,0.8822,12858362.64
60184,10979,MM00020,LOT70236,93,67,0.7204,2520202.99
60185,10979,AP00010,LOT22999,298,293,0.9832,14574681.42
60186,10979,CA00008,LOT89840,497,436,0.8773,6064071.12
60187,10979,MC00006,LOT11658,69,63,0.913,555949.17
60188,10980,SI00009,LOT56357,417,356,0.8537,14543974.16
60189,10980,MN00003,LOT89482,183,140,0.765,6386242.8
60190,10980,MC00007,LOT30052,175,162,0.9257,7870232.16
60191,10980,TU00017,LOT31632,373,371,0.9946,18023933.13
60192,10980,MC00015,LOT58368,148,117,0.7905,5332072.59
60193,10980,CA00011,LOT51245,126,96,0.7619,4145581.44
60194,10981,MC00010,LOT97580,414,405,0.9783,9574155.45
60195,10981,AP00005,LOT69245,380,269,0.7079,12048929.64
60196,10981,PA00002,LOT62296,125,92,0.736,2384732.92
60197,10981,CA00011,LOT51245,269,190,0.7063,5305263.6
60198,10981,TU00002,LOT32241,468,374,0.7991,17059849.18
60199,10982,CA00004,LOT15695,303,57,0.1881,1220446.38
60200,10982,TU00008,LOT83259,140,56,0.4,197631.28
60201,10982,PP00006,LOT44687,284,66,0.2324,1821176.28
60202,10982,PP00013,LOT89129,474,18,0.038,138346.56
60203,10982,PA00014,LOT96752,231,74,0.3203,1056662.28
60204,10982,PA00022,LOT19016,129,60,0.4651,1951423.2
60205,10982,CA00017,LOT94012,181,10,0.0552,338410.8
60206,10982,AP00018,LOT83526,483,3,0.0062,96671.58
60207,10983,MM00015,LOT39817,246,207,0.8415,7684959.87
60208,10983,PA00013,LOT44760,239,181,0.7573,6766467.8
60209,10983,CA00017,LOT94012,391,296,0.757,8987968.96
60210,10983,AP00018,LOT83526,472,386,0.8178,13375953.78
60211,10984,MC00003,LOT85470,104,76,0.7308,569334.24
60212,10984,PP00006,LOT44687,479,343,0.7161,2915904.74
60213,10984,MN00006,LOT85965,111,93,0.8378,3866391.3
60214,10984,MC00011,LOT37802,231,179,0.7749,2940377.51
