id_commande,code_client,date_commande,mois,annee,type_commande,statut,date_approbation,date_livraison_prevue,date_livraison_effective
10649,C0149,2024-10-05,10,2024,normale,livree,2024-10-07,2024-10-17,2024-10-15
10650,C0150,2024-10-05,10,2024,normale,approuvee,2024-10-09,2024-10-12,
10651,C0151,2024-10-05,10,2024,normale,livree,2024-10-08,2024-10-15,2024-10-17
10652,C0152,2024-10-05,10,2024,normale,livree,2024-10-06,2024-10-13,2024-10-13
10653,C0153,2024-10-05,10,2024,urgente,livree,2024-10-09,2024-10-19,2024-10-24
10654,C0154,2024-10-05,10,2024,normale,livree,2024-10-08,2024-10-15,2024-10-13
10655,C0155,2024-10-05,10,2024,urgente,livree,2024-10-10,2024-10-17,2024-10-21
10656,C0156,2024-10-05,10,2024,normale,livree,2024-10-06,2024-10-14,2024-10-19
10657,C0157,2024-10-05,10,2024,normale,livree,2024-10-08,2024-10-11,2024-10-10
10658,C0158,2024-10-05,10,2024,normale,livree,2024-10-08,2024-10-18,2024-10-20
10659,C0159,2024-10-05,10,2024,normale,livree,2024-10-09,2024-10-13,2024-10-18
10660,C0160,2024-10-05,10,2024,urgente,livree,2024-10-08,2024-10-17,2024-10-21
10661,C0161,2024-10-05,10,2024,normale,livree,2024-10-09,2024-10-17,2024-10-20
10662,C0162,2024-10-05,10,2024,urgente,livree,2024-10-08,2024-10-13,2024-10-12
10663,C0163,2024-10-05,10,2024,normale,livree,2024-10-08,2024-10-17,2024-10-18
10664,C0164,2024-10-05,10,2024,normale,livree,2024-10-10,2024-10-16,2024-10-15
10665,C0165,2024-10-05,10,2024,normale,livree,2024-10-10,2024-10-14,2024-10-19
10666,C0166,2024-10-05,10,2024,normale,livree,2024-10-06,2024-10-14,2024-10-15
10667,C0167,2024-10-05,10,2024,urgente,livree,2024-10-06,2024-10-12,2024-10-17
10668,C0168,2024-10-05,10,2024,normale,livree,2024-10-07,2024-10-11,2024-10-11
10669,C0169,2024-10-05,10,2024,normale,livree,2024-10-10,2024-10-14,2024-10-18
10670,C0170,2024-10-05,10,2024,urgente,livree,2024-10-08,2024-10-14,2024-10-13
10671,C0171,2024-10-05,10,2024,urgente,livree,2024-10-06,2024-10-10,2024-10-11
10672,C0172,2024-10-05,10,2024,normale,livree,2024-10-06,2024-10-10,2024-10-09
10673,C0173,2024-10-05,10,2024,normale,livree,2024-10-10,2024-10-15,2024-10-20
10674,C0174,2024-10-05,10,2024,normale,livree,2024-10-06,2024-10-15,2024-10-13
10675,C0175,2024-10-05,10,2024,normale,livree,2024-10-09,2024-10-16,2024-10-21
10676,C0176,2024-10-05,10,2024,normale,approuvee,2024-10-08,2024-10-16,
10677,C0177,2024-10-05,10,2024,normale,livree,2024-10-06,2024-10-16,2024-10-18
10678,C0178,2024-10-05,10,2024,normale,livree,2024-10-08,2024-10-18,2024-10-22
10679,C0179,2024-10-05,10,2024,normale,livree,2024-10-09,2024-10-17,2024-10-15
10680,C0180,2024-10-05,10,2024,normale,livree,2024-10-10,2024-10-17,2024-10-16
10681,C0181,2024-10-05,10,2024,normale,livree,2024-10-10,2024-10-20,2024-10-20
10682,C0182,2024-10-05,10,2024,urgente,livree,2024-10-06,2024-10-11,2024-10-11
10683,C0183,2024-10-05,10,2024,urgente,livree,2024-10-08,2024-10-18,2024-10-16
10684,C0184,2024-10-05,10,2024,normale,livree,2024-10-07,2024-10-17,2024-10-17
10685,C0185,2024-10-05,10,2024,normale,livree,2024-10-09,2024-10-18,2024-10-22
10686,C0186,2024-10-05,10,2024,normale,livree,2024-10-07,2024-10-17,2024-10-20
10687,C0187,2024-10-05,10,2024,normale,livree,2024-10-08,2024-10-17,2024-10-22
10688,C0188,2024-10-05,10,2024,normale,livree,2024-10-08,2024-10-13,2024-10-12
10689,C0189,2024-10-05,10,2024,normale,livree,2024-10-07,2024-10-12,2024-10-12
10690,C0190,2024-10-05,10,2024,normale,livree,2024-10-09,2024-10-16,2024-10-16
10691,C0191,2024-10-05,10,2024,normale,livree,2024-10-09,2024-10-18,2024-10-20
10692,C0192,2024-10-05,10,2024,normale,approuvee,2024-10-08,2024-10-17,
10693,C0193,2024-10-05,10,2024,normale,livree,2024-10-10,2024-10-20,2024-10-25
10694,C0194,2024-10-05,10,2024,normale,livree,2024-10-06,2024-10-15,2024-10-18
10695,C0195,2024-10-05,10,2024,normale,livree,2024-10-08,2024-10-18,2024-10-18
10696,C0196,2024-10-05,10,2024,normale,livree,2024-10-09,2024-10-18,2024-10-21
10697,C0197,2024-10-05,10,2024,normale,livree,2024-10-07,2024-10-10,2024-10-14
10698,C0198,2024-10-05,10,2024,normale,livree,2024-10-07,2024-10-15,2024-10-14
10699,C0199,2024-10-05,10,2024,normale,livree,2024-10-10,2024-10-20,2024-10-23
10700,C0200,2024-10-05,10,2024,normale,livree,2024-10-10,2024-10-15,2024-10-13
10701,C0201,2024-10-05,10,2024,urgente,livree,2024-10-10,2024-10-18,2024-10-16
10702,C0202,2024-10-05,10,2024,normale,livree,2024-10-10,2024-10-15,2024-10-16
10703,C0203,2024-10-05,10,2024,normale,livree,2024-10-08,2024-10-17,2024-10-21
10704,C0204,2024-10-05,10,2024,normale,livree,2024-10-08,2024-10-12,2024-10-13
10705,C0205,2024-10-05,10,2024,normale,livree,2024-10-10,2024-10-15,2024-10-18
10706,C0206,2024-10-05,10,2024,normale,livree,2024-10-07,2024-10-17,2024-10-15
10707,C0207,2024-10-05,10,2024,normale,livree,2024-10-10,2024-10-14,2024-10-19
10708,C0208,2024-10-05,10,2024,normale,livree,2024-10-09,2024-10-14,2024-10-15
10709,C0209,2024-10-05,10,2024,normale,livree,2024-10-07,2024-10-15,2024-10-19
10710,C0210,2024-10-05,10,2024,normale,livree,2024-10-09,2024-10-19,2024-10-19
10711,C0211,2024-10-05,10,2024,normale,livree,2024-10-07,2024-10-15,2024-10-14
10712,C0212,2024-10-05,10,2024,urgente,approuvee,2024-10-09,2024-10-18,
10713,C0213,2024-10-05,10,2024,normale,livree,2024-10-09,2024-10-12,2024-10-10
10714,C0214,2024-10-05,10,2024,normale,livree,2024-10-10,2024-10-16,2024-10-18
10715,C0215,2024-10-05,10,2024,normale,livree,2024-10-07,2024-10-11,2024-10-10
10716,C0216,2024-10-05,10,2024,urgente,livree,2024-10-10,2024-10-17,2024-10-21
10717,C0217,2024-10-05,10,2024,normale,approuvee,2024-10-07,2024-10-14,
10718,C0218,2024-10-05,10,2024,urgente,livree,2024-10-06,2024-10-11,2024-10-16
10719,C0219,2024-10-05,10,2024,normale,livree,2024-10-10,2024-10-14,2024-10-12
10720,C0220,2024-10-05,10,2024,normale,approuvee,2024-10-10,2024-10-16,
10721,C0221,2024-10-05,10,2024,normale,livree,2024-10-08,2024-10-11,2024-10-13
10722,C0222,2024-10-05,10,2024,normale,livree,2024-10-10,2024-10-18,2024-10-18
10723,C0223,2024-10-05,10,2024,normale,livree,2024-10-09,2024-10-14,2024-10-14
10724,C0224,2024-10-05,10,2024,urgente,livree,2024-10-06,2024-10-14,2024-10-12
10725,C0225,2024-10-05,10,2024,urgente,approuvee,2024-10-06,2024-10-13,
10726,C0226,2024-10-05,10,2024,normale,livree,2024-10-10,2024-10-16,2024-10-18
10727,C0227,2024-10-05,10,2024,normale,livree,2024-10-08,2024-10-16,2024-10-20
10728,C0228,2024-10-05,10,2024,normale,livree,2024-10-08,2024-10-16,2024-10-21
10729,C0229,2024-10-05,10,2024,normale,livree,2024-10-09,2024-10-18,2024-10-20
10730,C0230,2024-10-05,10,2024,normale,livree,2024-10-10,2024-10-17,2024-10-20
10731,C0231,2024-10-05,10,2024,urgente,livree,2024-10-07,2024-10-15,2024-10-15
10732,C0232,2024-10-05,10,2024,normale,livree,2024-10-06,2024-10-14,2024-10-17
10733,C0233,2024-10-05,10,2024,normale,livree,2024-10-06,2024-10-15,2024-10-18
10734,C0234,2024-10-05,10,2024,normale,livree,2024-10-10,2024-10-20,2024-10-19
10735,C0235,2024-10-05,10,2024,normale,livree,2024-10-09,2024-10-17,2024-10-21
10736,C0236,2024-10-05,10,2024,normale,livree,2024-10-10,2024-10-13,2024-10-12
10737,C0237,2024-10-05,10,2024,normale,livree,2024-10-10,2024-10-13,2024-10-11
10738,C0238,2024-10-05,10,2024,normale,livree,2024-10-09,2024-10-16,2024-10-21
10739,C0239,2024-10-05,10,2024,normale,livree,2024-10-10,2024-10-20,2024-10-20
10740,C0240,2024-10-05,10,2024,normale,approuvee,2024-10-08,2024-10-17,
10741,C0241,2024-10-05,10,2024,normale,livree,2024-10-06,2024-10-16,2024-10-18
10742,C0242,2024-10-05,10,2024,urgente,livree,2024-10-09,2024-10-18,2024-10-16
10743,C0243,2024-10-05,10,2024,normale,approuvee,2024-10-10,2024-10-14,
10744,C0244,2024-10-05,10,2024,urgente,livree,2024-10-06,2024-10-11,2024-10-13
10745,C0245,2024-10-05,10,2024,normale,approuvee,2024-10-08,2024-10-14,
10746,C0246,2024-10-05,10,2024,normale,approuvee,2024-10-06,2024-10-15,
10747,C0247,2024-10-05,10,2024,normale,livree,2024-10-10,2024-10-20,2024-10-25
10748,C0248,2024-10-05,10,2024,urgente,livree,2024-10-07,2024-10-17,2024-10-22
10749,C0249,2024-10-05,10,2024,normale,livree,2024-10-09,2024-10-16,2024-10-18
10750,C0250,2024-10-05,10,2024,normale,livree,2024-10-07,2024-10-15,2024-10-14
10751,C0251,2024-10-05,10,2024,normale,livree,2024-10-10,2024-10-15,2024-10-13
10752,C0252,2024-10-05,10,2024,normale,livree,2024-10-08,2024-10-12,2024-10-12
10753,C0253,2024-10-05,10,2024,normale,livree,2024-10-08,2024-10-11,2024-10-13
10754,C0254,2024-10-05,10,2024,urgente,livree,2024-10-07,2024-10-12,2024-10-17
10755,C0255,2024-10-05,10,2024,normale,livree,2024-10-07,2024-10-10,2024-10-15
10756,C0256,2024-10-05,10,2024,normale,livree,2024-10-06,2024-10-15,2024-10-16
10757,C0257,2024-10-05,10,2024,urgente,livree,2024-10-07,2024-10-13,2024-10-15
10758,C0258,2024-10-05,10,2024,normale,approuvee,2024-10-08,2024-10-13,
10759,C0259,2024-10-05,10,2024,normale,livree,2024-10-06,2024-10-11,2024-10-11
10760,C0260,2024-10-05,10,2024,normale,livree,2024-10-06,2024-10-10,2024-10-14
10761,C0261,2024-10-05,10,2024,normale,livree,2024-10-10,2024-10-13,2024-10-12
10762,C0262,2024-10-05,10,2024,normale,livree,2024-10-09,2024-10-16,2024-10-17
10763,C0263,2024-10-05,10,2024,normale,livree,2024-10-08,2024-10-13,2024-10-11
10764,C0264,2024-10-05,10,2024,normale,livree,2024-10-10,2024-10-14,2024-10-18
10765,C0265,2024-10-05,10,2024,normale,livree,2024-10-07,2024-10-12,2024-10-13
10766,C0266,2024-10-05,10,2024,normale,approuvee,2024-10-08,2024-10-18,
10767,C0267,2024-10-05,10,2024,normale,livree,2024-10-09,2024-10-13,2024-10-14
10768,C0268,2024-10-05,10,2024,normale,livree,2024-10-08,2024-10-18,2024-10-22
10769,C0269,2024-10-05,10,2024,normale,livree,2024-10-06,2024-10-16,2024-10-15
10770,C0270,2024-10-05,10,2024,normale,livree,2024-10-07,2024-10-15,2024-10-13
10771,C0271,2024-10-05,10,2024,normale,livree,2024-10-10,2024-10-20,2024-10-19
10772,C0272,2024-10-05,10,2024,urgente,livree,2024-10-09,2024-10-17,2024-10-17
10773,C0273,2024-10-05,10,2024,normale,livree,2024-10-07,2024-10-14,2024-10-13
10774,C0274,2024-10-05,10,2024,normale,livree,2024-10-08,2024-10-12,2024-10-12
10775,C0275,2024-10-05,10,2024,normale,livree,2024-10-06,2024-10-12,2024-10-15
10776,C0276,2024-10-05,10,2024,normale,livree,2024-10-08,2024-10-15,2024-10-15
10777,C0277,2024-10-05,10,2024,normale,livree,2024-10-09,2024-10-12,2024-10-14
10778,C0278,2024-10-05,10,2024,normale,livree,2024-10-07,2024-10-10,2024-10-10
10779,C0279,2024-10-05,10,2024,normale,approuvee,2024-10-10,2024-10-15,
10780,C0280,2024-10-05,10,2024,normale,livree,2024-10-06,2024-10-12,2024-10-11
10781,C0281,2024-10-05,10,2024,normale,livree,2024-10-08,2024-10-17,2024-10-22
10782,C0282,2024-10-05,10,2024,normale,livree,2024-10-10,2024-10-14,2024-10-15
10783,C0283,2024-10-05,10,2024,urgente,approuvee,2024-10-09,2024-10-14,
10784,C0284,2024-10-05,10,2024,normale,livree,2024-10-10,2024-10-17,2024-10-17
10785,C0285,2024-10-05,10,2024,normale,livree,2024-10-07,2024-10-17,2024-10-16
10786,C0286,2024-10-05,10,2024,normale,livree,2024-10-09,2024-10-14,2024-10-12
10787,C0287,2024-10-05,10,2024,normale,livree,2024-10-07,2024-10-15,2024-10-13
10788,C0288,2024-10-05,10,2024,normale,livree,2024-10-10,2024-10-19,2024-10-18
10789,C0289,2024-10-05,10,2024,normale,livree,2024-10-06,2024-10-16,2024-10-17
10790,C0290,2024-10-05,10,2024,urgente,livree,2024-10-10,2024-10-14,2024-10-17
10791,C0291,2024-10-05,10,2024,normale,livree,2024-10-07,2024-10-16,2024-10-14
10792,C0292,2024-10-05,10,2024,normale,livree,2024-10-09,2024-10-17,2024-10-17
10793,C0293,2024-10-05,10,2024,normale,livree,2024-10-09,2024-10-19,2024-10-21
10794,C0294,2024-10-05,10,2024,normale,livree,2024-10-08,2024-10-12,2024-10-14
10795,C0295,2024-10-05,10,2024,normale,livree,2024-10-09,2024-10-14,2024-10-12
10796,C0296,2024-10-05,10,2024,normale,livree,2024-10-08,2024-10-18,2024-10-17
10797,C0297,2024-10-05,10,2024,normale,livree,2024-10-07,2024-10-17,2024-10-18
10798,C0298,2024-10-05,10,2024,normale,livree,2024-10-09,2024-10-12,2024-10-15
10799,C0299,2024-10-05,10,2024,normale,livree,2024-10-07,2024-10-13,2024-10-16
10800,C0300,2024-10-05,10,2024,normale,livree,2024-10-09,2024-10-17,2024-10-18
10801,C0301,2024-10-05,10,2024,urgente,livree,2024-10-10,2024-10-20,2024-10-20
10802,C0302,2024-10-05,10,2024,normale,livree,2024-10-09,2024-10-15,2024-10-14
10803,C0303,2024-10-05,10,2024,normale,livree,2024-10-10,2024-10-20,2024-10-24
10804,C0304,2024-10-05,10,2024,normale,livree,2024-10-08,2024-10-16,2024-10-14
10805,C0305,2024-10-05,10,2024,urgente,livree,2024-10-07,2024-10-11,2024-10-09
10806,C0306,2024-10-05,10,2024,normale,livree,2024-10-08,2024-10-16,2024-10-19
10807,C0307,2024-10-05,10,2024,normale,approuvee,2024-10-08,2024-10-13,
10808,C0308,2024-10-05,10,2024,normale,livree,2024-10-10,2024-10-20,2024-10-25
10809,C0309,2024-10-05,10,2024,normale,livree,2024-10-09,2024-10-13,2024-10-17
10810,C0310,2024-10-05,10,2024,normale,livree,2024-10-06,2024-10-11,2024-10-12
10811,C0311,2024-10-05,10,2024,normale,livree,2024-10-07,2024-10-14,2024-10-16
10812,C0312,2024-10-05,10,2024,normale,livree,2024-10-06,2024-10-14,2024-10-17
10813,C0313,2024-10-05,10,2024,normale,livree,2024-10-09,2024-10-14,2024-10-13
10814,C0314,2024-10-05,10,2024,urgente,livree,2024-10-10,2024-10-14,2024-10-17
10815,C0315,2024-10-05,10,2024,normale,livree,2024-10-09,2024-10-12,2024-10-10
10816,C0316,2024-10-05,10,2024,normale,livree,2024-10-06,2024-10-16,2024-10-19
10817,C0317,2024-10-05,10,2024,urgente,livree,2024-10-07,2024-10-17,2024-10-17
10818,C0318,2024-10-05,10,2024,normale,livree,2024-10-09,2024-10-14,2024-10-16
10819,C0319,2024-10-05,10,2024,normale,livree,2024-10-10,2024-10-18,2024-10-20
10820,C0320,2024-10-05,10,2024,normale,approuvee,2024-10-06,2024-10-10,
10821,C0321,2024-10-05,10,2024,normale,livree,2024-10-08,2024-10-15,2024-10-15
10822,C0322,2024-10-05,10,2024,normale,approuvee,2024-10-10,2024-10-15,
10823,C0323,2024-10-05,10,2024,urgente,livree,2024-10-10,2024-10-18,2024-10-19
10824,C0324,2024-10-05,10,2024,normale,livree,2024-10-06,2024-10-15,2024-10-20
10825,C0325,2024-10-05,10,2024,normale,livree,2024-10-06,2024-10-11,2024-10-14
10826,C0326,2024-10-05,10,2024,normale,livree,2024-10-10,2024-10-13,2024-10-17
10827,C0327,2024-10-05,10,2024,normale,livree,2024-10-08,2024-10-16,2024-10-19
10828,C0328,2024-10-05,10,2024,normale,livree,2024-10-09,2024-10-18,2024-10-19
10829,C0329,2024-10-05,10,2024,normale,livree,2024-10-06,2024-10-16,2024-10-16
10830,C0330,2024-10-05,10,2024,normale,livree,2024-10-10,2024-10-18,2024-10-17
10831,C0331,2024-10-05,10,2024,normale,livree,2024-10-10,2024-10-15,2024-10-16
10832,C0332,2024-10-05,10,2024,urgente,livree,2024-10-08,2024-10-12,2024-10-14
10833,C0333,2024-10-05,10,2024,normale,livree,2024-10-06,2024-10-15,2024-10-14
10834,C0334,2024-10-05,10,2024,normale,livree,2024-10-09,2024-10-14,2024-10-14
10835,C0335,2024-10-05,10,2024,normale,livree,2024-10-06,2024-10-16,2024-10-21
10836,C0336,2024-10-05,10,2024,normale,livree,2024-10-08,2024-10-17,2024-10-21
10837,C0337,2024-10-05,10,2024,normale,approuvee,2024-10-10,2024-10-19,
10838,C0338,2024-10-05,10,2024,urgente,livree,2024-10-06,2024-10-12,2024-10-10
10839,C0339,2024-10-05,10,2024,urgente,livree,2024-10-09,2024-10-16,2024-10-14
10840,C0340,2024-10-05,10,2024,urgente,livree,2024-10-10,2024-10-15,2024-10-14
10841,C0341,2024-10-05,10,2024,normale,approuvee,2024-10-06,2024-10-12,
10842,C0342,2024-10-05,10,2024,urgente,livree,2024-10-06,2024-10-11,2024-10-11
10843,C0343,2024-10-05,10,2024,normale,livree,2024-10-09,2024-10-18,2024-10-19
10844,C0344,2024-10-05,10,2024,normale,livree,2024-10-10,2024-10-18,2024-10-17
10845,C0345,2024-10-05,10,2024,normale,livree,2024-10-08,2024-10-11,2024-10-15
10846,C0346,2024-10-05,10,2024,normale,livree,2024-10-09,2024-10-17,2024-10-19
10847,C0347,2024-10-05,10,2024,normale,livree,2024-10-06,2024-10-12,2024-10-11
10848,C0348,2024-10-05,10,2024,urgente,livree,2024-10-07,2024-10-14,2024-10-19
10849,C0349,2024-10-05,10,2024,normale,livree,2024-10-06,2024-10-09,2024-10-07
10850,C0350,2024-10-05,10,2024,normale,livree,2024-10-10,2024-10-17,2024-10-15
10851,C0351,2024-10-05,10,2024,normale,livree,2024-10-06,2024-10-13,2024-10-11
10852,C0352,2024-10-05,10,2024,normale,approuvee,2024-10-10,2024-10-19,
10853,C0353,2024-10-05,10,2024,urgente,livree,2024-10-08,2024-10-18,2024-10-19
10854,C0354,2024-10-05,10,2024,normale,livree,2024-10-08,2024-10-16,2024-10-16
10855,C0355,2024-10-05,10,2024,normale,approuvee,2024-10-10,2024-10-17,
10856,C0356,2024-10-05,10,2024,normale,livree,2024-10-10,2024-10-15,2024-10-20
10857,C0357,2024-10-05,10,2024,normale,livree,2024-10-08,2024-10-18,2024-10-21
10858,C0358,2024-10-05,10,2024,normale,livree,2024-10-10,2024-10-15,2024-10-16
10859,C0359,2024-10-05,10,2024,urgente,livree,2024-10-10,2024-10-13,2024-10-11
10860,C0360,2024-10-05,10,2024,normale,livree,2024-10-10,2024-10-17,2024-10-21
10861,C0361,2024-10-05,10,2024,normale,livree,2024-10-09,2024-10-15,2024-10-16
10862,C0362,2024-10-05,10,2024,normale,approuvee,2024-10-10,2024-10-13,
10863,C0363,2024-10-05,10,2024,normale,approuvee,2024-10-06,2024-10-11,
10864,C0364,2024-10-05,10,2024,urgente,livree,2024-10-10,2024-10-19,2024-10-22
10865,C0365,2024-10-05,10,2024,normale,livree,2024-10-09,2024-10-19,2024-10-21
10866,C0366,2024-10-05,10,2024,urgente,livree,2024-10-08,2024-10-12,2024-10-14
10867,C0367,2024-10-05,10,2024,normale,livree,2024-10-09,2024-10-13,2024-10-17
10868,C0368,2024-10-05,10,2024,normale,livree,2024-10-08,2024-10-17,2024-10-17
10869,C0369,2024-10-05,10,2024,normale,livree,2024-10-08,2024-10-11,2024-10-10
10870,C0370,2024-10-05,10,2024,normale,livree,2024-10-10,2024-10-18,2024-10-19
10871,C0371,2024-10-05,10,2024,normale,livree,2024-10-07,2024-10-16,2024-10-15
10872,C0372,2024-10-05,10,2024,normale,livree,2024-10-06,2024-10-14,2024-10-16
10873,C0373,2024-10-05,10,2024,urgente,livree,2024-10-07,2024-10-12,2024-10-11
10874,C0374,2024-10-05,10,2024,normale,livree,2024-10-08,2024-10-17,2024-10-18
10875,C0375,2024-10-05,10,2024,urgente,livree,2024-10-10,2024-10-13,2024-10-11
10876,C0376,2024-10-05,10,2024,normale,livree,2024-10-09,2024-10-18,2024-10-18
10877,C0377,2024-10-05,10,2024,normale,livree,2024-10-06,2024-10-11,2024-10-09
10878,C0378,2024-10-05,10,2024,normale,livree,2024-10-06,2024-10-12,2024-10-14
10879,C0379,2024-10-05,10,2024,normale,livree,2024-10-07,2024-10-17,2024-10-18
10880,C0380,2024-10-05,10,2024,normale,livree,2024-10-08,2024-10-12,2024-10-15
10881,C0381,2024-10-05,10,2024,normale,livree,2024-10-07,2024-10-17,2024-10-19
10882,C0382,2024-10-05,10,2024,normale,livree,2024-10-07,2024-10-10,2024-10-10
10883,C0383,2024-10-05,10,2024,normale,livree,2024-10-06,2024-10-14,2024-10-16
10884,C0384,2024-10-05,10,2024,urgente,livree,2024-10-08,2024-10-12,2024-10-15
10885,C0385,2024-10-05,10,2024,normale,livree,2024-10-10,2024-10-15,2024-10-16
10886,C0386,2024-10-05,10,2024,normale,livree,2024-10-08,2024-10-12,2024-10-12
10887,C0387,2024-10-05,10,2024,normale,livree,2024-10-06,2024-10-15,2024-10-16
10888,C0388,2024-10-05,10,2024,urgente,livree,2024-10-07,2024-10-16,2024-10-21
10889,C0389,2024-10-05,10,2024,normale,livree,2024-10-07,2024-10-11,2024-10-13
10890,C0390,2024-10-05,10,2024,normale,livree,2024-10-08,2024-10-15,2024-10-15
10891,C0391,2024-10-05,10,2024,normale,livree,2024-10-07,2024-10-10,2024-10-14
10892,C0392,2024-10-05,10,2024,urgente,livree,2024-10-08,2024-10-18,2024-10-16
10893,C0393,2024-10-05,10,2024,normale,livree,2024-10-08,2024-10-13,2024-10-16
10894,C0394,2024-10-05,10,2024,normale,livree,2024-10-09,2024-10-12,2024-10-15
10895,C0395,2024-10-05,10,2024,normale,livree,2024-10-06,2024-10-10,2024-10-12
10896,C0396,2024-10-05,10,2024,normale,livree,2024-10-10,2024-10-18,2024-10-21
10897,C0397,2024-10-05,10,2024,normale,approuvee,2024-10-08,2024-10-13,
10898,C0398,2024-10-05,10,2024,urgente,livree,2024-10-06,2024-10-09,2024-10-09
10899,C0399,2024-10-05,10,2024,normale,livree,2024-10-10,2024-10-20,2024-10-24
10900,C0400,2024-10-05,10,2024,normale,livree,2024-10-08,2024-10-17,2024-10-22
10901,C0401,2024-10-05,10,2024,normale,livree,2024-10-10,2024-10-18,2024-10-16
10902,C0402,2024-10-05,10,2024,urgente,approuvee,2024-10-10,2024-10-14,
10903,C0403,2024-10-05,10,2024,normale,livree,2024-10-09,2024-10-15,2024-10-13
10904,C0404,2024-10-05,10,2024,urgente,livree,2024-10-06,2024-10-14,2024-10-15
10905,C0405,2024-10-05,10,2024,normale,livree,2024-10-07,2024-10-12,2024-10-12
10906,C0406,2024-10-05,10,2024,normale,livree,2024-10-06,2024-10-10,2024-10-11
10907,C0407,2024-10-05,10,2024,normale,livree,2024-10-08,2024-10-16,2024-10-19
10908,C0408,2024-10-05,10,2024,normale,livree,2024-10-09,2024-10-15,2024-10-13
10909,C0409,2024-10-05,10,2024,normale,livree,2024-10-07,2024-10-10,2024-10-10
10910,C0410,2024-10-05,10,2024,normale,livree,2024-10-09,2024-10-18,2024-10-23
10911,C0411,2024-10-05,10,2024,urgente,livree,2024-10-08,2024-10-11,2024-10-16
10912,C0412,2024-10-05,10,2024,normale,approuvee,2024-10-09,2024-10-18,
10913,C0413,2024-10-05,10,2024,normale,livree,2024-10-10,2024-10-19,2024-10-18
10914,C0414,2024-10-05,10,2024,normale,livree,2024-10-06,2024-10-13,2024-10-14
10915,C0415,2024-10-05,10,2024,normale,approuvee,2024-10-10,2024-10-17,
10916,C0416,2024-10-05,10,2024,normale,livree,2024-10-09,2024-10-13,2024-10-12
10917,C0417,2024-10-05,10,2024,normale,livree,2024-10-08,2024-10-14,2024-10-15
10918,C0418,2024-10-05,10,2024,normale,approuvee,2024-10-10,2024-10-18,
10919,C0419,2024-10-05,10,2024,urgente,livree,2024-10-07,2024-10-15,2024-10-13
10920,C0420,2024-10-05,10,2024,normale,livree,2024-10-09,2024-10-14,2024-10-16
10921,C0421,2024-10-05,10,2024,normale,livree,2024-10-07,2024-10-12,2024-10-12
10922,C0422,2024-10-05,10,2024,normale,livree,2024-10-10,2024-10-16,2024-10-17
10923,C0423,2024-10-05,10,2024,normale,livree,2024-10-07,2024-10-15,2024-10-14
10924,C0424,2024-10-05,10,2024,normale,livree,2024-10-09,2024-10-15,2024-10-14
10925,C0425,2024-10-05,10,2024,normale,livree,2024-10-10,2024-10-18,2024-10-16
10926,C0426,2024-10-05,10,2024,normale,livree,2024-10-10,2024-10-16,2024-10-17
10927,C0427,2024-10-05,10,2024,normale,livree,2024-10-07,2024-10-16,2024-10-15
10928,C0428,2024-10-05,10,2024,normale,livree,2024-10-09,2024-10-15,2024-10-19
10929,C0429,2024-10-05,10,2024,normale,livree,2024-10-07,2024-10-17,2024-10-19
10930,C0430,2024-10-05,10,2024,urgente,livree,2024-10-06,2024-10-16,2024-10-20
10931,C0431,2024-10-05,10,2024,normale,livree,2024-10-07,2024-10-16,2024-10-15
10932,C0432,2024-10-05,10,2024,normale,livree,2024-10-10,2024-10-13,2024-10-11
10933,C0433,2024-10-05,10,2024,urgente,livree,2024-10-08,2024-10-18,2024-10-23
10934,C0434,2024-10-05,10,2024,normale,livree,2024-10-07,2024-10-10,2024-10-13
10935,C0435,2024-10-05,10,2024,normale,livree,2024-10-08,2024-10-15,2024-10-18
10936,C0436,2024-10-05,10,2024,normale,livree,2024-10-08,2024-10-13,2024-10-17
10937,C0437,2024-10-05,10,2024,urgente,livree,2024-10-10,2024-10-15,2024-10-18
10938,C0438,2024-10-05,10,2024,normale,livree,2024-10-08,2024-10-11,2024-10-13
10939,C0439,2024-10-05,10,2024,normale,livree,2024-10-10,2024-10-13,2024-10-17
10940,C0440,2024-10-05,10,2024,urgente,livree,2024-10-09,2024-10-14,2024-10-16
10941,C0441,2024-10-05,10,2024,normale,livree,2024-10-07,2024-10-13,2024-10-16
10942,C0442,2024-10-05,10,2024,normale,livree,2024-10-10,2024-10-18,2024-10-19
10943,C0443,2024-10-05,10,2024,normale,livree,2024-10-08,2024-10-12,2024-10-16
10944,C0444,2024-10-05,10,2024,normale,livree,2024-10-07,2024-10-15,2024-10-15
10945,C0445,2024-10-05,10,2024,normale,livree,2024-10-08,2024-10-15,2024-10-19
10946,C0446,2024-10-05,10,2024,normale,livree,2024-10-08,2024-10-15,2024-10-18
10947,C0447,2024-10-05,10,2024,normale,livree,2024-10-06,2024-10-12,2024-10-16
10948,C0448,2024-10-05,10,2024,urgente,livree,2024-10-07,2024-10-14,2024-10-12
10949,C0449,2024-10-05,10,2024,normale,approuvee,2024-10-07,2024-10-17,
10950,C0450,2024-10-05,10,2024,normale,livree,2024-10-06,2024-10-10,2024-10-10
10951,C0451,2024-10-05,10,2024,normale,approuvee,2024-10-09,2024-10-13,
10952,C0452,2024-10-05,10,2024,normale,livree,2024-10-10,2024-10-18,2024-10-19
